text,label
"As we look towards 2019 with more synergies coming on and continuing to drive that business, we do expect it to be accretive in future years.",no
"Natural gas, when burned, emits carbon dioxide and is considered a greenhouse gas.",no
"We expect sales volume to reach record-high levels due to growing sales of EN-compliant batteries for new vehicles as well as new and replacement lead-acid batteries for start and stop vehicles, which are highly profitable products.",no
"But if you remember, way back in the 2000 Energy Law, when that went through, we increased the capacity coming to the state, I think, to 5,000 megawatts, as I recall.",no
"In December 2019, we signed an agreement to divest our LNG business, and we expect that the transaction will close during the summer of 2020.",no
"IAG’s input into sustainability policies continued, including the IAG Chief Executive Officer’s engagement with European Commissioners through A4E, and British Airways’ as a member of the UK’s Jet Zero Council.",yes
"Our manufacturing facilities, spread across two continents, maintain the highest ecological standards while meeting business objectives, helping create a sustainable tomorrow.",yes
"In this regard, we are closely involved in the National Renovation Platform (NRP) and our New Our sustainability programme, SST, specifically presents carbon emissions reduction as an important aspect of addressing climate change.",yes
"En+ Group is a member of the Climate Partnership of Russia, which was created on the eve of the 21st United Nations Climate Change Conference, COP21, to consolidate Russian businesses’ efforts to reduce environmental impacts.",yes
And it will generate busi- ness throughout each building’s life cycle and upgrading to make buildings more energy efficient.,yes
An important aspect of achieving this involves taking an integrated ESG approach to addressing climate change.,yes
We have created environmental panels that summarize our aspirations and an action plan in order to raise employees’ awareness concerning the environment and communicate our approach to outside parties.,yes
"We're also bringing a very important production center online, so that's a major focus of the management team in over the next 12 months or so.",no
